Time (min),Blood Glucose (mg/dl),Sensor Glucose Readings(mg/dl)
3971,32.76395012,32
3972,32.7800388,32
3973,32.79679742,32
3974,32.81422137,32
3975,32.83230606,32
3976,32.85104694,32
3977,32.87043948,32
3978,32.89047915,32
3979,32.91116149,32
3980,32.93248202,32
3981,32.95443633,32
3982,32.97702001,32
3983,33.00022866,32
3984,33.02405795,32
3985,33.04850352,32
3986,33.07356109,32
3987,33.09922636,32
3988,33.12549507,32
3989,33.152363,32
3990,33.17982593,32
3991,33.20787968,32
3992,33.23652009,32
3993,33.26574301,32
3994,33.29554434,32
3995,33.32591999,32
3996,33.35686588,32
3997,33.38837798,32
3998,33.42045227,32
3999,33.45308474,32
4000,33.48627143,32
4001,33.52000839,32.1231878
4002,33.55429168,32.25850798
4003,33.5891174,32.3572572
4004,33.62448167,32.41943122
4005,33.66038062,32.44502583
4006,33.69681043,32.43403684
4007,33.73376727,32.38646007
4008,33.77124736,32.30229139
4009,33.80924691,32.18152668
4010,33.84776218,32.02416183
4011,33.88678945,32
4012,33.926325,32
4013,33.96636515,32
4014,34.00690623,32
4015,34.04794462,32
4016,34.08947668,32
4017,34.13149881,32
4018,34.17400744,32
4019,34.216999,32
4020,34.26046997,32
4021,34.30441682,32
4022,34.34883607,32
4023,34.39372422,32
4024,34.43907783,32
4025,34.48489347,32
4026,34.53116771,32
4027,34.57789716,32.2509435
4028,34.62507846,32.64919652
4029,34.67270823,33.05233759
4030,34.72078315,33.46036308
4031,34.7692999,33.87326934
4032,34.81825519,34.29105277
4033,34.86764573,34.71370979
4034,34.91746827,35.14123683
4035,34.96771957,35.57363035
4036,35.0183964,36.01088682
4037,35.06949558,36.45300275
4038,35.12101391,36.89997464
4039,35.17294823,37.35179904
4040,35.2252954,37.8084725
4041,35.27805229,38.26999161
4042,35.3318012,38.73636167
4043,35.39067729,39.20773796
4044,35.45539509,39.69864701
4045,35.52309876,40.2092979
4046,35.59492657,40.73982554
4047,35.67541613,41.29054313
4048,35.77470472,41.86220309
4049,35.91461129,42.45651805
4050,36.1362951,43.07712471
4051,36.50140372,43.73082832
4052,37.07987559,44.42839993
4053,37.93309469,45.18428159
4054,39.10585741,46.01545502
4055,40.62779207,46.94020008
4056,42.51800266,47.97716609
4057,44.7868783,49.14475988
4058,47.43204813,50.46044056
4059,50.44233733,51.88344738
4060,53.80003284,53.42762934
4061,57.48215879,55.1045858
4062,61.46150577,56.92350424
4063,65.70746286,58.89106939
4064,70.18669618,61.01142755
4065,74.86371574,63.28619376
4066,79.7013723,65.71449314
4067,84.66132595,68.29303088
4068,89.70452631,71.01618864
4069,94.79173708,73.87614731
4070,99.88412421,76.86303823
4071,104.9439063,79.96512521
4072,109.9350426,83.16901861
4073,114.8239134,86.4599206
4074,119.5799364,89.87462793
4075,124.1760643,93.39636118
4076,128.5891253,97.0077949
4077,132.7999876,100.6913539
4078,136.793554,104.4294951
4079,140.5586092,108.2049658
4080,144.0875546,112.0010303
4081,147.376066,115.8016626
4082,150.4227097,119.5917019
4083,153.2285448,123.3569719
4084,155.796733,127.0843667
4085,158.1321716,130.7619064
4086,160.2411571,134.3787654
4087,162.1310849,137.9252788
4088,163.8101867,141.3929286
4089,165.2873029,144.6870272
4090,166.5716895,147.8012553
4091,167.6728554,150.7303239
4092,168.6004274,153.4699187
4093,169.3640387,156.01664
4094,169.9732389,158.3679399
4095,170.4374211,160.5220591
4096,170.7657652,162.4779621
4097,170.9671928,164.235275
4098,171.0503342,165.7942238
4099,171.0235037,167.1555748
4100,170.8946823,168.3205783
4101,170.6715074,169.2909145
4102,170.3612664,170.0686423
4103,169.9708959,170.656152
4104,169.5069828,171.0985138
4105,168.9757692,171.3986489
4106,168.3831591,171.5596854
4107,167.7347265,171.5849222
4108,167.0357253,171.4777965
4109,166.2910995,171.2418544
4110,165.5054951,170.8807239
4111,164.6832711,170.3980897
4112,163.828512,169.797672
4113,162.9450401,169.0832058
4114,162.036427,168.2584236
4115,161.1060064,167.3270394
4116,160.1568852,166.2927346
4117,159.191956,165.1591458
4118,158.2139078,163.9298542
4119,157.225237,162.7737746
4120,156.2282586,161.6943504
4121,155.225116,160.694945
4122,154.2177907,159.7788365
4123,153.2081124,158.949213
4124,152.1977674,158.2091686
4125,151.1883077,157.5617009
4126,150.181159,157.009708
4127,149.1776286,156.5559881
4128,148.1789131,156.2032375
4129,147.1861048,155.954051
4130,146.2001992,155.8109214
4131,145.2221011,155.7762406
4132,144.2526301,155.8522999
4133,143.2925271,156.0412916
4134,142.342459,156.0893724
4135,141.4030241,155.9985409
4136,140.4747568,155.7707021
4137,139.5581321,155.4076689
4138,138.6535696,154.9111647
4139,137.7614379,154.2828258
4140,136.8820578,153.5242037
4141,136.0157065,152.6367679
4142,135.16262,151.6219082
4143,134.3229972,150.4809376
4144,133.4970018,149.2150949
4145,132.6847661,147.8255472
4146,131.8863923,146.3133931
4147,131.1019561,144.6796646
4148,130.3315081,142.9253305
4149,129.5750764,141.2286103
4150,128.8326681,139.5903532
4151,128.1042716,138.0113527
4152,127.3898582,136.4923491
4153,126.6893833,135.0340316
4154,126.0027887,133.6370407
4155,125.3300031,132.301971
4156,124.6709442,131.0293727
4157,124.0255195,129.8197545
4158,123.3936275,128.6735852
4159,122.7751591,127.591296
4160,122.1699981,126.5732826
4161,121.5780226,125.6199066
4162,120.9991057,124.7314981
4163,120.4331163,123.9083569
4164,119.87992,123.0951833
4165,119.3393798,122.2922221
4166,118.8113567,121.4996929
4167,118.2957106,120.717792
4168,117.7923008,119.9466933
4169,117.3009862,119.1865504
4170,116.8216267,118.4374973
4171,116.3540829,117.6996502
4172,115.8982172,116.9731087
4173,115.4538939,116.2579567
4174,115.0209798,115.5542639
4175,114.5993447,114.8620869
4176,114.1888619,114.1814699
4177,113.7894084,113.5124462
4178,113.4008654,112.8550391
4179,113.0231189,112.2651613
4180,112.6560598,111.7428188
4181,112.2995847,111.28801
4182,111.9535957,110.9007267
4183,111.6180015,110.5809553
4184,111.2927173,110.3286772
4185,110.9776656,110.1438696
4186,110.6727763,110.0265065
4187,110.3779874,109.9765593
4188,110.0932454,109.9939973
4189,109.8185057,110.0787888
4190,109.5537334,110.2309014
4191,109.2989035,110.450303
4192,109.0540019,110.7369622
4193,108.8190255,111.0908493
4194,108.5939834,111.4036115
4195,108.3788975,111.6752241
4196,108.1738032,111.9056656
4197,107.97875,112.094919
4198,107.7938033,112.2429719
4199,107.6190443,112.3498176
4200,107.4545721,112.4154559
4201,107.3005045,112.4398936
4202,107.156979,112.4231454
4203,107.0241552,112.3652348
4204,106.9022154,112.266195
4205,106.7913672,112.1260697
4206,106.6918449,111.9449144
4207,106.6039122,111.7227971
4208,106.5278641,111.4597997
4209,106.4640298,111.1969988
4210,106.4127754,110.9345078
4211,106.3745075,110.672458
4212,106.3496761,110.4110003
4213,106.3387788,110.1503065
4214,106.3423647,109.8905716
4215,106.3610389,109.6320158
4216,106.3954673,109.3748862
4217,106.4463816,109.1194597
4218,106.5145845,108.8660453
4219,106.6009548,108.614987
4220,106.7064528,108.3666662
4221,106.8321251,108.1215053
4222,106.9791085,107.8799706
4223,107.1486328,107.6425755
4224,107.3420211,107.4607359
4225,107.5606875,107.335068
4226,107.8061299,107.2662433
4227,108.0799167,107.2549896
4228,108.3836652,107.3020918
4229,108.7190093,107.40839
4230,109.0875547,107.5747757
4231,109.4908179,107.8021847
4232,109.9301491,108.0915858
4233,110.4066387,108.4439647
4234,110.9210094,108.8603023
4235,111.4735018,109.3415476
4236,112.0637618,109.8885836
4237,112.6907421,110.5021899
4238,113.352635,111.1830015
4239,114.046845,111.8570789
4240,114.7700126,112.5246459
4241,115.5180885,113.1856675
4242,116.2864523,113.8398262
4243,117.0700632,114.4865076
4244,117.863627,115.1247976
4245,118.6617628,115.7534914
4246,119.4591573,116.3711118
4247,120.2506964,116.9759361
4248,121.0315704,117.566029
4249,121.79735,118.139279
4250,122.5440373,118.6934365
4251,123.2680917,119.2261527
4252,123.9664389,119.7350159
4253,124.6364628,120.2175865
4254,125.2759884,120.6825079
4255,125.8832556,121.1273747
4256,126.4568887,121.5498365
4257,126.9958639,121.9476187
4258,127.4994744,122.3185395
4259,127.9672972,122.6605233
4260,128.3991603,122.9716113
4261,128.7951117,123.2499692
4262,129.1553904,123.4938928
4263,129.4804,123.7018107
4264,129.7706843,123.8722858
4265,130.026905,124.0040148
4266,130.2498224,124.0958268
4267,130.440277,124.14668
4268,130.5991743,124.1556584
4269,130.7274708,124.256603
4270,130.8261613,124.4488352
4271,130.8962687,124.7317869
4272,130.9388344,125.1049949
4273,130.9549099,125.5680952
4274,130.9455504,126.1208165
4275,130.9118081,126.7629746
4276,130.8547275,127.494466
4277,130.7753408,128.3152622
4278,130.6746643,129.2254035
4279,130.5536956,130.2249938
4280,130.4134105,131.3141947
4281,130.2547615,132.4932206
4282,130.0786761,133.7623332
4283,129.8860551,135.1218372
4284,129.6777724,136.6147126
4285,129.4546736,138.2413361
4286,129.2175762,140.002114
4287,128.9672689,141.897479
4288,128.7045118,143.9278858
4289,128.4300367,146.0938085
4290,128.1445468,148.395737
4291,127.8487178,150.8341742
4292,127.5431976,153.4096335
4293,127.2286074,156.1226363
4294,126.905542,158.9737094
4295,126.5745703,161.9633835
4296,126.2362366,165.0921908
4297,125.8910604,168.3606635
4298,125.539538,171.7693322
4299,125.1821427,174.7024253
4300,124.8193257,177.160466
4301,124.4515169,179.1439723
4302,124.0791256,180.6534554
4303,123.7025414,181.6894195
4304,123.3221347,182.2523604
4305,122.9382578,182.3427654
4306,122.5512451,181.9611119
4307,122.1614143,181.1078678
4308,121.769067,179.7834904
4309,121.3744892,177.9884261
4310,120.9779519,175.7231107
4311,120.5797122,172.9879685
4312,120.1800133,169.7834123
4313,119.7790858,166.1098435
4314,119.3771477,162.6118693
4315,118.974405,159.2898679
4316,118.5710529,156.1442056
4317,118.1672753,153.1752373
4318,117.7632463,150.3833063
4319,117.3591299,147.7687445
4320,116.9550811,145.3318724
4321,116.5512458,143.0729995
4322,116.1477617,140.9924241
4323,115.7447582,139.0904339
4324,115.3423574,137.3673058
4325,114.940674,135.8233065
4326,114.5398158,134.4586924
4327,114.1398842,133.2737098
4328,113.7409742,132.2685956
4329,113.3431752,131.2921987
4330,112.9465706,130.344737
4331,112.551239,129.4264196
4332,112.1572535,128.5374469
4333,111.7646828,127.6780105
4334,111.3735908,126.8482942
4335,110.9840374,126.0484734
4336,110.5960782,125.2787161
4337,110.2097651,124.5391827
4338,109.8251464,123.8300262
4339,109.4422667,123.1513929
4340,109.0611677,122.5034221
4341,108.6818878,121.8862468
4342,108.3044625,121.2999935
4343,107.9289247,120.7447828
4344,107.5553044,120.1571009
4345,107.1836295,119.5370569
4346,106.8139253,118.8847545
4347,106.4462151,118.200292
4348,106.0805198,117.483763
4349,105.7168589,116.7352561
4350,105.3552495,115.9548553
4351,104.9957072,115.1426403
4352,104.6382461,114.2986864
4353,104.2828785,113.4230649
4354,103.9296153,112.5158431
4355,103.5784662,111.5770847
4356,103.2294393,110.6068497
4357,102.8825419,109.6051947
4358,102.5377797,108.5721731
4359,102.1951576,107.5803759
4360,101.8546795,106.6298502
4361,101.5163483,105.7206405
4362,101.1801658,104.8527882
4363,100.8461333,104.0263323
4364,100.5142511,103.2413092
4365,100.1845188,102.4977529
4366,99.85693539,101.7956953
4367,99.5314991,101.1351658
4368,99.2082076,100.516192
4369,98.88762157,99.93880732
4370,98.57433569,99.40320375
4371,98.26807644,98.90979025
4372,97.96158913,98.4586214
4373,97.65224769,98.04940827
4374,97.34185377,97.66996392
4375,97.03952349,97.32034212
4376,96.76991718,97.00164837
4377,96.58393721,96.71735119
4378,96.5611651,96.47501389
4379,96.79399539,96.28747452
4380,97.36450628,96.17255083
4381,98.33297563,96.15156955
4382,99.73954851,96.24771354
4383,101.6105096,96.48478335
4384,103.9615263,96.8864031
4385,106.7922314,97.47515813
4386,110.090104,98.27169406
4387,113.8338016,99.29417964
4388,117.9948759,100.5579496
4389,122.5391492,102.0376944
4390,127.4278189,103.7424788
4391,132.6183507,105.6781016
4392,138.0652167,107.8470902
4393,143.720534,110.2487406
4394,149.5346596,112.8791944
4395,155.4567953,115.7315504
4396,161.4356506,118.7960095
4397,167.4201951,122.060057
4398,173.360507,125.5086852
4399,179.2086907,129.1246599
4400,184.9198109,132.88883
4401,190.4527636,136.7804766
4402,195.7709328,140.777692
4403,200.8410979,144.8577216
4404,205.6367788,148.9622956
4405,210.137624,153.0681779
4406,214.3285583,157.1524976
4407,218.1994625,161.1930613
4408,221.744734,165.1686195
4409,224.9627772,169.0590839
4410,227.8554639,172.8456965
4411,230.4275988,176.5111518
4412,232.6864094,180.0396765
4413,234.6410772,183.4170724
4414,236.3023165,186.6307267
4415,237.682004,189.6695965
4416,238.7928575,192.5241704
4417,239.6481633,195.1864148
4418,240.2615448,197.6497056
4419,240.6467717,200.0247584
4420,240.8176012,202.3075322
4421,240.7876509,204.4951486
4422,240.5702952,206.5858031
4423,240.1785846,208.5786761
4424,239.6251828,210.4738443
4425,238.9223194,212.2721957
4426,238.0817554,213.9753461
4427,237.1147596,215.5855603
4428,236.0320937,217.1056766
4429,234.8440047,218.5390355
4430,233.5602235,219.8894134
4431,232.189968,221.1609597
4432,230.7419504,222.3581396
4433,229.2243872,223.4856797
4434,227.645012,224.4049629
4435,226.0110899,225.1210962
4436,224.3294334,225.6393131
4437,222.6064192,225.9649361
4438,220.8480058,226.1033427
4439,219.0597512,226.0599353
4440,217.2468312,225.8401137
4441,215.4140574,225.4492507
4442,213.5658954,224.8926709
4443,211.706482,224.1756315
4444,209.8396428,223.3033059
4445,207.9689092,222.2807692
4446,206.0975345,221.1129863
4447,204.22851,219.8048007
4448,202.3645803,218.3609266
4449,200.5082576,216.893721
4450,198.6618363,215.4076187
4451,196.8274065,213.9069068
4452,195.0068662,212.3957223
4453,193.2017555,210.878047
4454,191.4129948,209.3576757
4455,189.6419819,207.8382321
4456,187.8900138,206.3231919
4457,186.1582447,204.8158829
4458,184.4476977,203.3194863
4459,182.7592741,201.8370376
4460,181.093763,200.3714288
4461,179.4518495,198.9254102
4462,177.8341234,197.5015939
4463,176.2410856,196.1024563
4464,174.6731557,194.6943213
4465,173.1306783,193.2794046
4466,171.6139287,191.8597965
4467,170.1231187,190.4374665
4468,168.658402,189.0142668
4469,167.2198787,187.5919365
4470,165.8076,186.1721056
4471,164.4215726,184.756299
4472,163.0617625,183.345941
4473,161.7280986,181.9423586
4474,160.4204766,180.5467865
4475,159.1387616,179.1603703
4476,157.8827916,177.7841709
4477,156.6523799,176.419168
4478,155.4473181,175.0662644
4479,154.2673782,173.7111923
4480,153.1123151,172.3547109
4481,151.9818685,170.9975132
4482,150.875765,169.6402291
4483,149.7937198,168.283429
4484,148.7354386,166.9276269
4485,147.7006188,165.5732835
4486,146.6889515,164.2208094
4487,145.7001223,162.8705675
4488,144.7338129,161.5228766
4489,143.7897023,160.1780132
4490,142.8674677,158.836215
4491,141.9667858,157.4976826
4492,141.0873334,156.1625824
4493,140.2287886,154.8310487
4494,139.3908313,153.5277751
4495,138.5731445,152.2528382
4496,137.7754146,151.0062891
4497,136.997332,149.788155
4498,136.2385923,148.5984413
4499,135.4988964,147.4371333
4500,134.7779511,146.3041977
4501,134.0754701,145.1995843
4502,133.391174,144.1232281
4503,132.7247911,143.0750498
4504,132.0760579,142.054958
4505,131.4447195,141.0628502
4506,130.83053,140.0986144
4507,130.2332531,139.1621299
4508,129.6526625,138.2532689
4509,129.0885426,137.383327
4510,128.5406883,136.5521651
4511,128.0089065,135.7596405
4512,127.4930155,135.0056072
4513,126.9928464,134.2899176
4514,126.5082432,133.612423
4515,126.0390634,132.9729745
4516,125.5851786,132.3714243
4517,125.1464752,131.8076264
4518,124.7228551,131.2814372
4519,124.3142363,130.7927169
4520,123.9205537,130.3413297
4521,123.54176,129.9271454
4522,123.1778265,129.5500395
4523,122.8287444,129.2098946
4524,122.4945255,128.8799247
4525,122.1752034,128.5600287
4526,121.8708352,128.2501153
4527,121.5815026,127.9501037
4528,121.3073133,127.6599246
4529,121.0484031,127.3795213
4530,120.8049378,127.1088504
4531,120.5771147,126.8478837
4532,120.3651658,126.5966085
4533,120.1693594,126.3550296
4534,119.9900037,126.1231703
4535,119.8274495,125.9010739
4536,119.6820934,125.6888055
4537,119.5543823,125.4864535
4538,119.4448166,125.2941314
4539,119.3539554,125.1066942
4540,119.2824211,124.9243121
4541,119.2309051,124.7471875
4542,119.2001732,124.5755572
4543,119.1910722,124.4096953
4544,119.2045363,124.2499163
4545,119.2415943,124.0965784
4546,119.3033763,123.9500871
4547,119.391121,123.8108991
4548,119.5061822,123.6795259
4549,119.6500345,123.5565384
4550,119.8242777,123.4425706
4551,120.0306379,123.3383244
4552,120.2709658,123.2445726
4553,120.5472288,123.1621629
4554,120.8614954,123.0518022
4555,121.2159098,122.9144928
4556,121.6126523,122.7513129
4557,122.053884,122.563413
4558,122.5416705,122.352007
4559,123.0778845,122.118359
4560,123.6640852,121.863763
4561,124.3013779,121.5895165
4562,124.9902613,121.2968848
4563,125.7304733,120.987059
4564,126.5208521,120.6611053
4565,127.3592317,120.3199114
4566,128.24239,119.9641297
4567,129.1660586,119.5941238
4568,130.1706673,119.2110961
4569,131.2512788,118.9388443
4570,132.3749319,118.7784839
4571,133.5141138,118.7290813
4572,134.6461112,118.7881227
4573,135.752536,118.9519157
4574,136.8189288,119.2159369
4575,137.8343656,119.5751312
4576,138.791038,120.0241641
4577,139.6838066,120.55763
4578,140.5097503,121.1702168
4579,141.2677342,121.8568306
4580,141.9580199,122.612685
4581,142.5819255,123.4333617
4582,143.1415414,124.3148451
4583,143.6382107,125.2535152
4584,144.0705341,126.1627597
4585,144.4380496,127.0393312
4586,144.7415155,127.880207
4587,144.9825967,128.682644
4588,145.1636046,129.4442109
4589,145.2872859,130.1628025
4590,145.3566579,130.8366415
4591,145.3748814,131.4642703
4592,145.3451657,132.0445361
4593,145.270699,132.5765716
4594,145.1545986,133.0597733
4595,144.9998763,133.4937782
4596,144.8094155,133.8784404
4597,144.5859577,134.213808
4598,144.3320947,134.5001006
4599,144.0502664,134.8011819
4600,143.7427612,135.1175525
4601,143.4117198,135.4498255
4602,143.0591399,135.7987094
4603,142.6868823,136.1649925
4604,142.2966778,136.549529
4605,141.8901342,136.9532268
4606,141.4687434,137.3770353
4607,141.0338887,137.8219362
4608,140.5868518,138.2889339
4609,140.1288196,138.779048
4610,139.6608903,139.293306
4611,139.18408,139.8327372
4612,138.6993285,140.3983676
4613,138.2075042,140.991215
4614,137.7094099,141.5557427
4615,137.2057872,142.0929411
4616,136.6973212,142.6037826
4617,136.1846443,143.0892189
4618,135.6683404,143.5501791
4619,135.1489486,143.9875683
4620,134.6269659,144.4022661
4621,134.1028512,144.7951258
4622,133.5770274,145.1669735
4623,133.0498846,145.5186079
4624,132.5217819,145.8507999
4625,131.9930507,146.1642924
4626,131.4639957,146.4598004
4627,130.9348977,146.7380112
4628,130.4060149,146.9995849
4629,129.8775848,147.2236165
4630,129.3498258,147.4107124
4631,128.8229384,147.5614528
4632,128.2971068,147.6763927
4633,127.7724998,147.756062
4634,127.2492723,147.8009668
4635,126.7275662,147.8115894
4636,126.2075112,147.7883897
4637,125.689226,147.7318052
4638,125.1728188,147.6422525
4639,124.6583886,147.5201275
4640,124.1460253,147.3658064
4641,123.6358106,147.1796463
4642,123.1278191,146.961986
4643,122.6221178,146.7131468
4644,122.1187679,146.3513137
4645,121.6178243,145.8767749
4646,121.1193364,145.2898031
4647,120.6233487,144.5906562
4648,120.1299009,143.7795782
4649,119.6390285,142.8567993
4650,119.150763,141.8225368
4651,118.6651322,140.6769959
4652,118.1821607,139.4203698
4653,117.7018699,138.0528408
4654,117.2242783,136.5745803
4655,116.749402,134.9857498
4656,116.2772547,133.2865012
4657,115.8078478,131.4769771
4658,115.3411908,129.5573114
4659,114.8772916,127.7452206
4660,114.4161563,126.0408227
4661,113.9577895,124.4442281
4662,113.5021946,122.9555407
4663,113.0493738,121.5748574
4664,112.5993284,120.3022689
4665,112.1520586,119.1378602
4666,111.7075638,118.0817106
4667,111.2658428,117.133894
4668,110.8268939,116.2944796
4669,110.3907148,115.5635318
4670,109.9573027,114.9411107
4671,109.5266548,114.4272721
4672,109.0987679,114.0220681
4673,108.6736386,113.7255471
4674,108.2512636,113.4406351
4675,107.8316396,113.1673741
4676,107.4147634,112.9058028
4677,107.0006319,112.6559574
4678,106.5892424,112.4178716
4679,106.1805922,112.1915765
4680,105.7746795,111.9771011
4681,105.3715025,111.7744725
4682,104.9710601,111.5837157
4683,104.5733518,111.4048542
4684,104.1783778,111.2379099
4685,103.786139,111.0829032
4686,103.3966371,110.9398535
4687,103.0098746,110.8087787
4688,102.6258553,110.6896961
4689,102.2445837,110.5490953
4690,101.8660657,110.3869919
4691,101.4903071,110.2034007
4692,101.1566001,109.9992559
4693,100.8788758,109.7781436
4694,100.6106188,109.5417504
4695,100.3281648,109.2891441
4696,100.030106,109.0187797
4697,99.72255998,108.7293855
4698,99.42268983,108.420495
4699,99.17000041,108.0934627
4700,99.03895903,107.7532523
4701,99.1383663,107.4105894
4702,99.58810151,107.0831668
4703,100.490514,106.7949173
4704,101.9182484,106.562432
4705,103.9178649,106.4158246
4706,106.5183672,106.3856591
4707,109.7352608,106.5019691
4708,113.5633653,106.7931653
4709,117.9825442,107.2849175
4710,122.9619415,107.999525
4711,128.4620202,108.9555051
4712,134.4362055,110.167328
4713,140.8322189,111.6452669
4714,147.5931754,113.395336
4715,154.658515,115.4193001
4716,161.964837,117.7147396
4717,169.4467062,120.2751657
4718,177.0374957,123.0901811
4719,184.6703198,126.2443121
4720,192.2790832,129.7200211
4721,199.7987147,133.496632
4722,207.1657001,137.5505706
4723,214.3236182,141.8558861
4724,221.2215706,146.3848108
4725,227.8149464,151.1082655
4726,234.065995,155.9963776
4727,239.9440861,161.0189939
4728,245.4256685,166.1461653
4729,250.4939743,171.3485892
4730,255.1385276,176.5979964
4731,259.3545242,181.8674757
4732,263.1421421,187.1317341
4733,266.5058324,192.3672938
4734,269.4536127,197.4873951
4735,272.0027098,202.4727157
4736,274.167714,207.3063403
4737,275.9622291,211.973335
4738,277.4013753,216.4606893
4739,278.5013666,220.7572753
4740,279.2791538,224.8537835
4741,279.7521255,228.7426419
4742,279.9378599,232.4179222
4743,279.8539219,235.8752375
4744,279.5176985,239.1116351
4745,278.9462667,242.1254856
4746,278.1562899,244.9163728
4747,277.1639373,247.4849844
4748,275.9848228,249.8330043
4749,274.6339614,251.9626484
4750,273.1257383,253.8772889
4751,271.4738895,255.5809986
4752,269.6914924,257.0784619
4753,267.7909628,258.3748912
4754,265.7840593,259.4759496
4755,263.6818922,260.3876782
4756,261.4949768,261.1164285
4757,259.2367745,261.6688977
4758,256.9184435,262.0522062
4759,254.5485355,262.2736232
4760,252.1350554,262.3404835
4761,249.6854771,262.2601484
4762,247.206762,262.0399693
4763,244.7053788,261.6872556
4764,242.1873253,261.2351397
4765,239.6581495,260.6907637
4766,237.1229724,260.0611511
4767,234.5865093,259.3531872
4768,232.0530921,258.573602
4769,229.5266908,257.7289563
4770,227.0109337,256.8256296
4771,224.5091284,255.8698104
4772,222.0242808,254.8674882
4773,219.559114,253.8244473
4774,217.1160865,252.7462627
4775,214.6974092,251.6382966
4776,212.3050621,250.505697
4777,209.9408097,249.353397
4778,207.6062158,248.1861153
4779,205.302658,246.9242474
4780,203.0313405,245.572088
4781,200.7933073,244.1337239
4782,198.5894537,242.6130374
4783,196.4205374,241.0137104
4784,194.287185,239.3392288
4785,192.1893703,237.5928744
4786,190.1270696,235.7777013
4787,188.1006598,233.896581
4788,186.1104177,231.9522177
4789,184.1565298,229.947154
4790,182.2391011,227.8837747
4791,180.3581632,225.7643133
4792,178.5136811,223.5908561
4793,176.7055601,221.3653489
4794,174.9336517,219.1040564
4795,173.1977591,216.8086588
4796,171.4976422,214.4807115
4797,169.8330221,212.1216508
4798,168.203586,209.7327997
4799,166.6089902,207.3153728
4800,165.0488647,204.8704815
4801,163.5228158,202.3991397
4802,162.0304299,199.9022678
4803,160.5712756,197.3806986
4804,159.1449073,194.8351813
4805,157.7508666,192.2663865
4806,156.3886856,189.6749103
4807,155.0578881,187.0612788
4808,153.7579922,184.4259524
4809,152.4885119,181.8376779
4810,151.2489583,179.2967956
4811,150.038842,176.8035913
4812,148.8576736,174.3583
4813,147.7049657,171.9611095
4814,146.5802337,169.6121632
4815,145.4829971,167.3115634
4816,144.4127804,165.0593747
4817,143.3691142,162.855626
4818,142.3515361,160.7003142
4819,141.3595913,158.5934061
4820,140.3928336,156.5348412
4821,139.4508261,154.5245341
4822,138.5331417,152.5623766
4823,137.639364,150.6482398
4824,136.7690877,148.8318653
4825,135.9219193,147.1130893
4826,135.0974777,145.4917333
4827,134.2953944,143.9676061
4828,133.5153147,142.5405052
4829,132.7568974,141.2102186
4830,132.019816,139.9765264
4831,131.3037588,138.8392021
4832,130.6084297,137.7980141
4833,129.9335484,136.8527272
4834,129.2788512,136.0031038
4835,128.6440916,135.248905
4836,128.0290409,134.5898922
4837,127.4334883,134.0258278
4838,126.8572425,133.5564769
4839,126.3001317,133.0228676
4840,125.7620044,132.4247732
4841,125.2427308,131.7619721
4842,124.7422028,131.0342499
4843,124.2603359,130.2413997
4844,123.7970696,129.3832234
4845,123.3523688,128.4595329
4846,122.9262249,127.4701509
4847,122.5186576,126.4149121
4848,122.1297159,125.2936643
4849,121.75948,124.1062695
4850,121.4080634,122.8526051
4851,121.0756144,121.5325652
4852,120.7623189,120.1460616
4853,120.4684025,118.6930256
4854,120.1941333,117.3204634
4855,119.9398251,116.0283491
4856,119.7058407,114.8166806
4857,119.4925955,113.6854816
4858,119.3005615,112.6348033
4859,119.1302722,111.6647263
4860,118.9823273,110.7753633
4861,118.8573979,109.9668612
4862,118.7562331,109.2394036
4863,118.679666,108.5932144
4864,118.6286212,108.0285598
4865,118.6041221,107.5457529
4866,118.6072993,107.1451567
4867,118.6393992,106.8271881
4868,118.7017932,106.5923229
4869,118.7959863,106.4261159
4870,118.9236264,106.3291737
4871,119.0865121,106.3021764
4872,119.2865996,106.3458824
4873,119.5260072,106.4611338
4874,119.807015,106.6488621
4875,120.1320603,106.9100923
4876,120.5037241,107.2459467
4877,120.9247067,107.6576477
4878,121.3977885,108.146517
4879,121.9257723,108.7139736
4880,122.5114022,109.3615253
4881,123.1572557,110.0907563
4882,123.865607,110.9033068
4883,124.6382621,111.8008437
4884,125.4763705,112.6890718
4885,126.3802263,113.5695861
4886,127.3490743,114.4438626
4887,128.3809457,115.3131916
4888,129.472546,116.1786063
4889,130.6192188,117.0408109
4890,131.814995,117.9001143
4891,133.0527315,118.756374
4892,134.3243236,119.6089551
4893,135.6209714,120.4567088
4894,136.9334697,121.2979695
4895,138.252497,122.130572
4896,139.5688789,122.9518856
4897,140.873812,123.7588618
4898,142.1590405,124.5480921
4899,143.4169838,125.4155333
4900,144.6408188,126.3572518
4901,145.8245228,127.3691509
4902,146.9628831,128.4470344
4903,148.0514826,129.5866661
4904,149.0866663,130.7838234
4905,150.0654954,132.0343449
4906,150.9856929,133.3341716
4907,151.8455859,134.6793818
4908,152.6440456,136.0662193
4909,153.3804288,137.4911167
4910,154.0545208,138.950713
4911,154.6664818,140.4418657
4912,155.2167971,141.9616601
4913,155.7062305,143.5074141
4914,156.1357828,144.9732324
4915,156.5066536,146.3568997
4916,156.8202072,147.6564299
4917,157.0779421,148.8700613
4918,157.2814639,149.9962495
4919,157.4324617,151.0336596
4920,157.5326867,151.9811569
4921,157.5839343,152.8377977
4922,157.5880278,153.6028185
4923,157.5468049,154.2756264
4924,157.4621054,154.8557874
